instrument_short,datetime,change,vol,turnover_rate,volume_ratio,factor_x
1988.SH,2015-09-02,0.19,14823482.38,0.7033,1.91,0.19423879020967938
1988.SH,2015-09-07,-0.28,4891659.62,0.2321,0.53,-0.25890760881850383
1988.SH,2015-09-08,0.02,3083857.72,0.1463,0.35,0.024921896411557398
1988.SH,2015-09-09,0.02,3002580.67,0.1425,0.37,-0.0007619314400715282
1988.SH,2015-09-10,0.0,2288869.58,0.1086,0.3,0.0022202517033154123
1988.SH,2015-09-11,-0.07,1666694.65,0.0791,0.3,-0.06846785445710735
1988.SH,2015-09-14,0.0,3559942.4,0.1689,1.19,-0.002408371561480216
1988.SH,2015-09-15,-0.02,2769805.68,0.1314,1.02,-0.025362509400123745
1988.SH,2015-09-16,0.03,2719779.66,0.129,1.02,0.029311893839576886
1988.SH,2015-09-17,-0.05,1957170.85,0.0929,0.75,-0.05049998630225794
1988.SH,2015-09-18,-0.03,1527676.82,0.0725,0.6,-0.029422047086718806
1988.SH,2015-09-21,-0.01,1725559.17,0.0819,0.69,-0.014862523097865399
1988.SH,2015-09-22,0.02,1532168.68,0.0727,0.72,0.017357728605449818
1988.SH,2015-09-23,-0.07,1719757.52,0.0816,0.91,-0.07007796661102361
1988.SH,2015-09-24,-0.01,1286471.78,0.061,0.76,-0.01087622601858751
1988.SH,2015-09-25,0.04,1909628.45,0.0906,1.23,0.03429343751966485
1988.SH,2015-09-28,-0.03,895371.71,0.0425,0.55,-0.029389860450600658
1988.SH,2015-09-29,-0.08,1163349.73,0.0552,0.79,-0.07796786815484902
1988.SH,2015-09-30,0.0,831672.28,0.0395,0.6,-0.005050642956030416
1988.SH,2015-10-08,0.06,1516508.63,0.072,1.25,0.053871417828429635
1988.SH,2015-10-09,0.02,1437933.85,0.0682,1.14,0.022064318481268774
1988.SH,2015-10-12,0.07,3689653.14,0.1751,3.16,0.07528454278910068
1988.SH,2015-10-13,-0.03,1583958.96,0.0752,0.92,-0.02605948289562754
1988.SH,2015-10-14,0.01,1541892.32,0.0732,0.85,0.01433035015948958
1988.SH,2015-10-15,0.04,2268387.83,0.1076,1.16,0.038045834765872755
1988.SH,2015-10-16,0.03,2813846.06,0.1335,1.34,0.03214228509229189
1988.SH,2015-10-19,-0.01,2394922.93,0.1136,1.01,-0.005903549673580422
1988.SH,2015-10-20,0.0,1773350.4,0.0841,0.84,0.001954165234127281
1988.SH,2015-10-21,0.12,6616667.08,0.3139,3.07,0.11923392722855386
1988.SH,2015-10-22,-0.09,2906856.61,0.1379,0.92,-0.08587136303746279
1988.SH,2015-10-23,0.01,2587485.7,0.1228,0.78,0.016096395535452057
1988.SH,2015-10-26,-0.01,2315600.04,0.1099,0.71,-0.016550601862804992
1988.SH,2015-10-27,-0.02,1820874.9,0.0864,0.56,-0.01957798030876523
1988.SH,2015-10-28,-0.01,2309325.48,0.1096,0.71,-0.011454178931868952
1988.SH,2015-10-29,-0.02,1546497.64,0.0734,0.65,-0.02187619862310397
1988.SH,2015-10-30,-0.01,1430497.53,0.0679,0.68,-0.011454178931869397
1988.SH,2015-11-02,-0.03,1688213.99,0.0801,0.9,-0.03187619862310376
1988.SH,2015-11-03,-0.04,1529143.48,0.0726,0.87,-0.04179823201208066
1988.SH,2015-11-04,0.12,3908129.05,0.1854,2.3,0.11632556936481553
1988.SH,2015-11-05,0.07,7835492.86,0.3718,3.88,0.07106434587675237
1988.SH,2015-11-06,0.01,4450286.86,0.2111,1.36,0.021601244818834964
1988.SH,2015-11-09,0.18,8862386.56,0.4205,2.28,0.1857065624803358
1988.SH,2015-11-10,-0.04,3891310.03,0.1846,0.73,-0.03304097178474752
1988.SH,2015-11-11,-0.05,3299916.89,0.1566,0.57,-0.03758690243481411
1988.SH,2015-11-12,-0.05,2374955.78,0.1127,0.42,-0.054784556486842106
1988.SH,2015-11-13,-0.03,1956614.23,0.0928,0.43,-0.03555062925828878
1988.SH,2015-11-16,0.03,2345098.17,0.1113,0.58,0.025137476902134637
1988.SH,2015-11-17,0.01,3418660.54,0.1622,1.23,0.008733940926295425
1988.SH,2015-11-18,0.01,2975590.85,0.1412,1.11,0.012642271394550875
1988.SH,2015-11-19,0.01,2027767.1,0.0962,0.78,0.011110125851657493
1988.SH,2015-11-20,-0.03,2629124.02,0.1247,1.03,-0.028889874148342543
1988.SH,2015-11-23,-0.03,1987297.44,0.0943,0.74,-0.03026608646918838
1988.SH,2015-11-24,0.02,2240393.25,0.1063,0.86,0.016669622445027343
1988.SH,2015-11-25,0.04,2493877.27,0.1183,1.05,0.038389887846084214
1988.SH,2015-11-26,-0.01,2101011.58,0.0997,0.92,-0.007091642136261456
1988.SH,2015-11-27,-0.12,2574293.96,0.1221,1.12,-0.11727976199442658
1988.SH,2015-11-30,0.16,6432456.04,0.3052,2.82,0.15510529026601638
1988.SH,2015-12-01,-0.09,4329243.65,0.2054,1.37,-0.09368802397397236
1988.SH,2015-12-02,0.16,7979804.66,0.3786,2.23,0.16916068662123696
1988.SH,2015-12-03,0.16,12075645.28,0.5729,2.58,0.15861019434036727
1988.SH,2015-12-04,-0.17,5285599.94,0.2508,0.79,-0.15223798637347663
1988.SH,2015-12-07,-0.05,2959540.85,0.1404,0.41,-0.043591738020454684
1988.SH,2015-12-08,-0.06,2374131.07,0.1126,0.36,-0.07474350251564399
1988.SH,2015-12-09,0.05,2161038.28,0.1025,0.35,0.04410531766150072
1988.SH,2015-12-10,-0.04,1828844.27,0.0868,0.37,-0.04287617122762022
1988.SH,2015-12-11,-0.03,1717400.54,0.0815,0.59,-0.027545848463614853
1988.SH,2015-12-14,0.06,2174700.09,0.1032,0.98,0.055903549673580244
1988.SH,2015-12-15,-0.06,1697728.93,0.0806,0.83,-0.06023389983306959
1988.SH,2015-12-16,0.0,1351339.35,0.0641,0.71,0.002532118147408724
1988.SH,2015-12-17,0.03,2208372.47,0.1048,1.26,0.025403563371322768
1988.SH,2015-12-18,0.01,3659702.12,0.1736,2.0,0.011032159240634165
1988.SH,2015-12-21,0.04,4696046.98,0.2228,2.12,0.042642271394550235
1988.SH,2015-12-22,-0.03,2419749.04,0.1148,0.89,-0.027857714907708164
1988.SH,2015-12-23,-0.01,3769799.15,0.1789,1.31,-0.007967868154849178
1988.SH,2015-12-24,-0.02,2410578.55,0.1144,0.72,-0.02264227139455066
1988.SH,2015-12-25,0.0,1108689.29,0.0526,0.33,-0.0014541789318691656
1988.SH,2015-12-28,-0.04,2413729.87,0.1145,0.84,-0.04153214554289253
1988.SH,2015-12-29,0.02,1501503.14,0.0712,0.62,0.018623787679154624
1988.SH,2015-12-30,-0.01,1269779.53,0.0602,0.57,-0.012376184925361855
1988.SH,2015-12-31,-0.02,1200888.95,0.057,0.69,-0.018811907537319428
1988.SH,2016-01-04,-0.14,2313624.56,0.1098,1.54,-0.14145417893186885
1988.SH,2016-01-05,-0.01,2766637.96,0.1313,1.59,-0.016348888665853156
1988.SH,2016-01-06,0.03,1714399.41,0.0813,0.95,0.018930928119541335
1988.SH,2016-01-07,-0.1,621716.74,0.0295,0.34,-0.09973391353081196
1988.SH,2016-01-08,0.01,3129330.94,0.1485,1.82,0.008857687512223933
1988.SH,2016-01-11,-0.15,2479337.44,0.1176,1.18,-0.15731667463425092
1988.SH,2016-01-12,-0.02,1815744.92,0.0862,0.85,-0.024394723431725662
1988.SH,2016-01-13,-0.05,1483164.23,0.0704,0.76,-0.06217919773211644
1988.SH,2016-01-14,0.01,2215043.39,0.1051,1.16,0.006747589056049996
1988.SH,2016-01-15,-0.11,1966538.2,0.0933,0.88,-0.11348631077701965
1988.SH,2016-01-18,-0.02,1629477.33,0.0773,0.82,-0.023018511110879825
1988.SH,2016-01-19,0.07,1914460.95,0.0908,1.05,0.06088509335366821
1988.SH,2016-01-20,-0.06,1938143.19,0.092,1.05,-0.05912377398141189
1988.SH,2016-01-21,-0.04,2350262.77,0.1115,1.22,-0.036701809081145065
1988.SH,2016-01-22,0.02,1497956.34,0.0711,0.76,0.0140273510504767
1988.SH,2016-01-25,-0.01,1284820.04,0.061,0.69,-0.012376184925362299
1988.SH,2016-01-26,-0.2,2347334.23,0.1114,1.31,-0.1988119075373187
1988.SH,2016-01-27,-0.02,2277247.96,0.108,1.21,-0.027647134375675453
1988.SH,2016-01-28,-0.06,1473954.95,0.0699,0.76,-0.07600956158934746
1988.SH,2016-01-29,0.06,1894631.24,0.0899,1.07,0.05640353597583836
1988.SH,2016-02-01,-0.05,1524861.91,0.0723,0.82,-0.05253211814740899
1988.SH,2016-02-02,0.03,1233803.66,0.0585,0.65,0.03287617122762043
1988.SH,2016-02-03,-0.03,1264137.71,0.06,0.75,-0.032798204616597104
1988.SH,2016-02-04,0.02,1235656.6,0.0586,0.84,0.02126605907370438
1988.SH,2016-02-05,-0.01,932633.81,0.0442,0.65,-0.011610112153915608
1988.SH,2016-02-15,-0.05,1260215.99,0.0598,1.02,-0.04881190753731923
1988.SH,2016-02-16,0.1,1805584.19,0.0857,1.52,0.09751366182749654
1988.SH,2016-02-17,0.01,1360879.97,0.0646,1.05,0.009610166944883591
1988.SH,2016-02-18,-0.01,1266233.13,0.0601,0.96,-0.001995219205326304
1988.SH,2016-02-19,-0.01,844081.37,0.04,0.64,-0.009577980308765
1988.SH,2016-02-22,0.07,2312543.95,0.1097,1.77,0.06888987414834213
1988.SH,2016-02-23,-0.05,1339255.78,0.0635,0.88,-0.04835770120996585
1988.SH,2016-02-24,0.0,1012226.03,0.048,0.71,0.00364224399906643
1988.SH,2016-02-25,-0.12,2176432.45,0.1033,1.61,-0.12383036385723134
1988.SH,2016-02-26,0.03,1550532.13,0.0736,1.01,0.02587136303746229
1988.SH,2016-02-29,0.02,2819778.61,0.1338,1.68,0.011839285983279435
1988.SH,2016-03-01,0.03,1655513.28,0.0785,0.93,0.03298632447476191
1988.SH,2016-03-02,0.06,2594574.9,0.1231,1.41,0.06256430478352648
1988.SH,2016-03-03,0.02,2261559.7,0.1073,1.05,0.024362536795607515
1988.SH,2016-03-04,0.12,5389116.77,0.2557,2.48,0.1252845427891005
1988.SH,2016-03-07,-0.01,1814155.32,0.0861,0.62,-0.00433921749456978
1988.SH,2016-03-08,0.01,1962784.31,0.0931,0.72,0.01884882017714329
1988.SH,2016-03-09,0.03,1849545.63,0.0878,0.66,0.02957798030876546
1988.SH,2016-03-10,-0.08,1047752.31,0.0497,0.39,-0.07820176798791945
1988.SH,2016-03-11,0.05,1325839.22,0.0629,0.55,0.04954579367264689
1988.SH,2016-03-14,0.0,1751002.28,0.0831,1.09,-0.004408316770512677
1988.SH,2016-03-15,-0.02,1302049.78,0.0618,0.82,-0.016169636142768784
1988.SH,2016-03-16,0.06,3158571.48,0.1499,2.17,0.059311893839577134
1988.SH,2016-03-17,-0.01,1603448.68,0.0761,0.93,-0.009467827061623524
1988.SH,2016-03-18,0.0,2669339.02,0.1266,1.46,0.004252383548466021
1988.SH,2016-03-21,0.0,4358414.18,0.2068,2.08,-0.0007660727714462467
1988.SH,2016-03-22,-0.03,1669089.67,0.0792,0.64,-0.03000000000000025
1988.SH,2016-03-23,-0.01,1103328.09,0.0523,0.41,-0.011032159240634165
1988.SH,2016-03-24,-0.04,1334777.16,0.0633,0.59,-0.042642271394550235
1988.SH,2016-03-25,0.01,793270.82,0.0376,0.36,0.007857714907707702
1988.SH,2016-03-28,-0.01,992086.23,0.0471,0.54,-0.012720238005573314
1988.SH,2016-03-29,-0.01,988578.11,0.0469,0.84,-0.009577980308765444
1988.SH,2016-03-30,0.06,1665111.47,0.079,1.6,0.05888987414834235
1988.SH,2016-03-31,0.0,1040234.81,0.0494,0.9,0.0012982457098225098
1988.SH,2016-04-01,0.01,1443416.15,0.0685,1.32,0.014596436628677711
1988.SH,2016-04-05,0.02,1781043.93,0.0845,1.45,0.020344053080211477
1988.SH,2016-04-06,-0.01,1102037.16,0.0523,0.8,-0.008545821068131065
1988.SH,2016-04-07,-0.04,912153.17,0.0433,0.65,-0.038811907537319
1988.SH,2016-04-08,-0.02,876873.38,0.0416,0.7,-0.022142285092292102
1988.SH,2016-04-11,0.03,1163568.57,0.0552,0.95,0.026247602753792343
1988.SH,2016-04-12,0.0,657260.15,0.0312,0.56,-0.0004999863022581152
1988.SH,2016-04-13,0.03,1668551.47,0.0792,1.77,0.032298218314338545
1988.SH,2016-04-14,0.0,913375.31,0.0433,0.87,0.0010321592406343782
1988.SH,2016-04-15,0.0,965985.35,0.0458,0.91,0.0022982183143387402
1988.SH,2016-04-18,-0.03,747747.45,0.0355,0.7,-0.029999999999999805
1988.SH,2016-04-19,-0.01,580064.3,0.0275,0.59,-0.01103215924063461
1988.SH,2016-04-20,-0.02,1933271.2,0.0917,1.98,-0.022642271394550217
1988.SH,2016-04-21,-0.02,919417.23,0.0436,0.89,-0.021454178931869183
1988.SH,2016-04-22,0.01,932140.64,0.0442,0.91,0.007779748296684819
1988.SH,2016-04-25,0.0,790322.04,0.0375,0.77,-0.001188092462681034
1988.SH,2016-04-26,0.01,630279.75,0.0299,0.61,0.010766072771446034
1988.SH,2016-04-27,-0.01,387597.78,0.0184,0.37,-0.009655946919788327
1988.SH,2016-04-28,0.02,735582.2,0.0349,1.0,0.020422019691234805
1988.SH,2016-04-29,-0.02,751300.58,0.0356,1.08,-0.020077966611023346
1988.SH,2016-05-03,0.02,1194007.27,0.0567,1.81,0.020844039382469592
1988.SH,2016-05-04,0.0,778164.0,0.0369,1.05,-0.0008440393824695747
1988.SH,2016-05-05,0.0,758305.69,0.036,0.99,0.0015321455428924935
1988.SH,2016-05-06,-0.04,1085172.64,0.0515,1.29,-0.040000000000000036
1988.SH,2016-05-09,-0.05,1191161.26,0.0565,1.3,-0.051376212320846104
1988.SH,2016-05-10,-0.01,797682.2,0.0378,0.8,-0.014784556486842071
1988.SH,2016-05-11,0.0,730314.21,0.0347,0.79,-0.004174416937442693
1988.SH,2016-05-12,-0.02,855186.2,0.0406,0.94,-0.020766072771446265
1988.SH,2016-05-13,0.0,637055.64,0.0302,0.68,-0.0006881061604229188
1988.SH,2016-05-16,0.0,586124.99,0.0278,0.7,-0.0015321455428924935
1988.SH,2016-05-17,-0.01,544257.37,0.0258,0.75,-0.009999999999999787
1988.SH,2016-05-18,0.0,1396846.98,0.0663,2.08,-0.0003440530802114594
1988.SH,2016-05-19,-0.01,490788.79,0.0233,0.61,-0.010766072771446478
1988.SH,2016-05-20,0.01,395168.69,0.0187,0.54,0.009655946919788772
1988.SH,2016-05-23,0.02,816085.24,0.0387,1.2,0.019577980308764786
1988.SH,2016-05-24,-0.02,605308.84,0.0287,0.83,-0.018545821068130408
1988.SH,2016-05-25,-0.01,426689.49,0.0202,0.58,-0.009155960617530656
1988.SH,2016-05-26,0.0,759897.56,0.0361,1.39,-0.001876198623103953
1988.SH,2016-05-27,0.01,601444.59,0.0285,1.0,0.009233927228553984
1988.SH,2016-05-30,0.03,1158090.68,0.0549,1.8,0.030344053080211264
1988.SH,2016-05-31,0.09,2227170.54,0.1057,3.14,0.09179823201208048
1988.SH,2016-06-01,-0.02,983733.92,0.0467,0.95,-0.014605303963758143
1988.SH,2016-06-02,-0.01,730525.5,0.0347,0.64,-0.003793451217406485
1988.SH,2016-06-03,0.01,749037.87,0.0355,0.66,0.008123801376895834
1988.SH,2016-06-06,0.0,551248.37,0.0262,0.47,-0.00042201969123478733
1988.SH,2016-06-07,0.01,875363.85,0.0415,0.83,0.010766072771446478
1988.SH,2016-06-08,0.01,685894.7,0.0325,0.88,0.010344053080211246
1988.SH,2016-06-13,-0.06,934629.26,0.0443,1.3,-0.05888987414834235
1988.SH,2016-06-14,0.02,531512.65,0.0252,0.7,0.018701754290177508
1988.SH,2016-06-15,0.0,892365.99,0.0423,1.25,-0.003908330468254562
1988.SH,2016-06-16,-0.02,1221874.87,0.058,1.56,-0.018467854457107524
1988.SH,2016-06-17,0.01,933502.77,0.0443,1.09,0.009311893839577312
1988.SH,2016-06-20,0.01,850959.13,0.0404,0.94,0.008811907537318753
1988.SH,2016-06-21,0.02,901219.89,0.0428,1.02,0.021110125851657724
1988.SH,2016-06-22,0.02,1001740.33,0.0475,1.04,0.021454178931869183
1988.SH,2016-06-23,0.01,1618432.28,0.0768,1.65,0.012220251703315643
1988.SH,2016-06-24,-0.04,1781475.13,0.0845,1.68,-0.208123801376896
1988.SH,2016-06-27,0.02,1307843.87,0.0621,1.06,0.013540958087005617
1988.SH,2016-06-28,-0.01,794821.23,0.0377,0.6,-0.025399422039948494
1988.SH,2016-06-29,0.02,784269.11,0.0372,0.6,0.021188092462681052
1988.SH,2016-06-30,0.02,1089704.05,0.0517,0.87,0.01992203338897669
1988.SH,2016-07-01,0.01,678218.52,0.0322,0.59,0.012220251703315643
1988.SH,2016-07-04,0.03,1390062.9,0.066,1.49,0.03187619862310376
1988.SH,2016-07-05,0.0,1360945.2,0.0646,1.44,0.001798232012080625
1988.SH,2016-07-06,0.0,971198.31,0.0461,0.92,0.0022982183143387402
1988.SH,2016-07-07,0.01,890294.48,0.0422,0.81,0.009999999999999787
1988.SH,2016-07-08,-0.03,630166.03,0.0299,0.6,-0.029655946919788345
1988.SH,2016-07-11,0.02,973386.35,0.0462,0.93,0.019733913530811886
1988.SH,2016-07-12,0.05,1857138.17,0.0881,1.92,0.048389887846084
1988.SH,2016-07-13,0.04,2081149.17,0.0987,1.96,0.043252410943949826
1988.SH,2016-07-14,-0.02,1213269.55,0.0576,0.94,-0.014793423821922946
1988.SH,2016-07-15,0.01,856798.87,0.0407,0.63,0.012376184925362299
1988.SH,2016-07-18,0.01,1532275.4,0.0727,1.1,0.008811907537318753
1988.SH,2016-07-19,-0.02,1024257.99,0.0486,0.68,-0.01888987414834231
1988.SH,2016-07-20,-0.02,727818.36,0.0345,0.54,-0.01992203338897669
1988.SH,2016-07-21,0.0,883799.1,0.0419,0.83,-0.0022202517033154123
1988.SH,2016-07-22,0.0,1184222.85,0.0562,1.18,-0.0015321455428924935
1988.SH,2016-07-25,0.03,752894.51,0.0357,0.7,0.03000000000000025
1988.SH,2016-07-26,0.03,916256.44,0.0435,1.0,0.031032159240634183
1988.SH,2016-07-27,-0.02,1487095.22,0.0706,1.67,-0.0166696224450269
1988.SH,2016-07-28,-0.01,793635.65,0.0377,0.76,-0.008389887846083965
1988.SH,2016-07-29,0.01,652601.49,0.031,0.64,0.008123801376895834
1988.SH,2016-08-01,0.01,1065178.01,0.0505,1.16,0.009577980308765444
1988.SH,2016-08-02,0.01,598096.28,0.0284,0.61,0.011110125851657493
1988.SH,2016-08-03,-0.02,820883.64,0.0389,0.89,-0.01888987414834231
1988.SH,2016-08-04,-0.02,833677.77,0.0396,1.06,-0.01992203338897669
1988.SH,2016-08-05,0.01,672740.45,0.0319,0.85,0.007779748296684819
1988.SH,2016-08-08,0.01,634501.67,0.0301,0.8,0.008811907537318753
1988.SH,2016-08-09,0.02,827915.02,0.0393,1.16,0.021110125851657724
1988.SH,2016-08-10,-0.01,720008.72,0.0342,0.95,-0.008545821068130621
1988.SH,2016-08-11,0.05,1910075.81,0.0906,2.59,0.051188092462680856
1988.SH,2016-08-12,0.1,2382773.68,0.1131,2.5,0.10095419262961114
1988.SH,2016-08-15,0.06,2801851.3,0.1329,2.16,0.06727089465934588
1988.SH,2016-08-16,-0.11,6348096.43,0.3012,3.67,-0.10027495380426865
1988.SH,2016-08-17,-0.01,1562195.27,0.0741,0.55,-0.009188147253648804
1988.SH,2016-08-18,-0.02,1874897.55,0.089,0.62,-0.02877085356612019
1988.SH,2016-08-19,0.01,847576.56,0.0402,0.28,0.008545821068131065
1988.SH,2016-08-22,0.02,1928893.75,0.0915,0.72,0.018811907537318984
1988.SH,2016-08-23,0.01,2452702.1,0.1164,0.98,0.011454178931868952
1988.SH,2016-08-24,0.0,1214917.59,0.0576,0.7,0.001876198623103953
1988.SH,2016-08-25,0.0,1167287.97,0.0554,0.7,0.0007660727714462467
1988.SH,2016-08-26,-0.01,768900.92,0.0365,0.51,-0.009999999999999787
1988.SH,2016-08-29,-0.02,1058981.64,0.0502,0.7,-0.020344053080211477
1988.SH,2016-08-30,0.02,789741.31,0.0375,0.59,0.018545821068130852
1988.SH,2016-08-31,0.02,794687.76,0.0377,0.79,0.019155960617530443
1988.SH,2016-09-01,0.01,1034714.81,0.0491,1.13,0.0122202517033152
1988.SH,2016-09-02,-0.01,1109554.45,0.0526,1.25,-0.008123801376895834
1988.SH,2016-09-05,-0.01,1325549.9,0.0629,1.38,-0.009577980308765444
1988.SH,2016-09-06,0.0,1138234.91,0.054,1.13,-0.0011101258516577062
1988.SH,2016-09-07,-0.01,1058957.8,0.0502,0.98,-0.010766072771446034
1988.SH,2016-09-08,0.0,679218.3,0.0322,0.6,-0.0003440530802114594
1988.SH,2016-09-09,-0.01,555101.84,0.0263,0.52,-0.010766072771446478
1988.SH,2016-09-12,-0.06,1722230.43,0.0817,1.81,-0.06034405308021151
1988.SH,2016-09-13,0.0,868210.13,0.0412,0.84,-0.0028303912527150032
1988.SH,2016-09-14,-0.04,1498286.92,0.0711,1.53,-0.044596436628677516
1988.SH,2016-09-19,0.01,1282302.44,0.0608,1.2,0.008623787679154393
1988.SH,2016-09-20,-0.01,639658.94,0.0303,0.54,-0.012720238005573758
1988.SH,2016-09-21,0.04,1149378.29,0.0545,0.96,0.04042201969123482
1988.SH,2016-09-22,0.01,831975.2,0.0395,0.76,0.010610139549399822
1988.SH,2016-09-23,0.01,614349.77,0.0291,0.57,0.013408344165996233
1988.SH,2016-09-26,-0.03,1427348.71,0.0677,1.58,-0.0288898741483421
1988.SH,2016-09-27,0.01,1026919.81,0.0487,1.1,0.009733913530811655
1988.SH,2016-09-28,-0.02,647078.56,0.0307,0.64,-0.0219541652341273
1988.SH,2016-09-29,0.01,629300.05,0.0299,0.69,0.010077966611023559
1988.SH,2016-09-30,0.0,558087.02,0.0265,0.64,-0.001188092462681034
1988.SH,2016-10-10,0.03,878880.67,0.0417,1.02,0.03076607277144605
1988.SH,2016-10-11,0.0,787140.64,0.0373,1.05,0.0010321592406343782
1988.SH,2016-10-12,-0.01,567345.72,0.0269,0.81,-0.007701781685661047
1988.SH,2016-10-13,-0.01,573759.89,0.0272,0.84,-0.01034405308021169
1988.SH,2016-10-14,0.0,482511.07,0.0229,0.72,-0.0011101258516577062
1988.SH,2016-10-17,-0.02,705591.95,0.0335,1.07,-0.020766072771446265
1988.SH,2016-10-18,0.03,858029.26,0.0407,1.38,0.02931189383957733
1988.SH,2016-10-19,-0.01,572840.81,0.0272,0.9,-0.010499986302258346
1988.SH,2016-10-20,0.01,574197.53,0.0272,0.9,0.011954165234127512
1988.SH,2016-10-21,0.01,962500.89,0.0457,1.51,0.009577980308765
1988.SH,2016-10-24,0.03,1870429.89,0.0887,2.55,0.031110125851657955
1988.SH,2016-10-25,0.01,1163384.57,0.0552,1.2,0.011798232012080412
1988.SH,2016-10-26,-0.03,1058846.41,0.0502,1.03,-0.027357728605449605
1988.SH,2016-10-27,-0.02,1173967.06,0.0557,1.04,-0.02026608646918815
1988.SH,2016-10-28,0.02,1543649.39,0.0732,1.24,0.01701367552523836
